REF_DATE,GEO,Custodial admissions,Age group,VALUE
2000/2001,Yukon,Sentenced,25 to 29 years,42
2000/2001,Yukon,Sentenced,30 to 34 years,61
2000/2001,Yukon,Sentenced,35 to 39 years,41
2000/2001,Yukon,Sentenced,40 to 44 years,31
2000/2001,Yukon,Sentenced,45 to 49 years,18
2000/2001,Yukon,Sentenced,50 years and over,12
2000/2001,Yukon,Sentenced,Age unknown,11
2000/2001,Yukon,Sentenced,Median age on admission,32
2000/2001,Yukon,Remand,"Total, custodial admissions by age group",302
2000/2001,Yukon,Remand,18 to 19 years,30
2000/2001,Yukon,Remand,20 to 24 years,58
2000/2001,Yukon,Remand,25 to 29 years,36
2000/2001,Yukon,Remand,30 to 34 years,66
2000/2001,Yukon,Remand,35 to 39 years,51
2000/2001,Yukon,Remand,40 to 44 years,27
2000/2001,Yukon,Remand,45 to 49 years,21
2000/2001,Yukon,Remand,50 years and over,13
2000/2001,Yukon,Remand,Age unknown,0
2000/2001,Yukon,Remand,Median age on admission,32
2000/2001,Yukon,Other custodial statuses,"Total, custodial admissions by age group",13
2000/2001,Yukon,Other custodial statuses,18 to 19 years,0
2000/2001,Yukon,Other custodial statuses,20 to 24 years,3
2000/2001,Yukon,Other custodial statuses,25 to 29 years,3
2000/2001,Yukon,Other custodial statuses,30 to 34 years,1
2000/2001,Yukon,Other custodial statuses,35 to 39 years,3
2000/2001,Yukon,Other custodial statuses,40 to 44 years,3
2000/2001,Yukon,Other custodial statuses,45 to 49 years,0
2000/2001,Yukon,Other custodial statuses,50 years and over,0
2000/2001,Yukon,Other custodial statuses,Age unknown,0
2000/2001,Yukon,Other custodial statuses,Median age on admission,
2000/2001,Northwest Territories,"Total, custodial admissions","Total, custodial admissions by age group",1431
2000/2001,Northwest Territories,"Total, custodial admissions",18 to 19 years,
2000/2001,Northwest Territories,"Total, custodial admissions",20 to 24 years,
2000/2001,Northwest Territories,"Total, custodial admissions",25 to 29 years,
2000/2001,Northwest Territories,"Total, custodial admissions",30 to 34 years,
2000/2001,Northwest Territories,"Total, custodial admissions",35 to 39 years,
2000/2001,Northwest Territories,"Total, custodial admissions",40 to 44 years,
2000/2001,Northwest Territories,"Total, custodial admissions",45 to 49 years,
2000/2001,Northwest Territories,"Total, custodial admissions",50 years and over,
2000/2001,Northwest Territories,"Total, custodial admissions",Age unknown,1431
2000/2001,Northwest Territories,Sentenced,"Total, custodial admissions by age group",802
2000/2001,Northwest Territories,Sentenced,18 to 19 years,
2000/2001,Northwest Territories,Sentenced,20 to 24 years,
2000/2001,Northwest Territories,Sentenced,25 to 29 years,
2000/2001,Northwest Territories,Sentenced,30 to 34 years,
2000/2001,Northwest Territories,Sentenced,35 to 39 years,
2000/2001,Northwest Territories,Sentenced,40 to 44 years,
2000/2001,Northwest Territories,Sentenced,45 to 49 years,
2000/2001,Northwest Territories,Sentenced,50 years and over,
2000/2001,Northwest Territories,Sentenced,Age unknown,802
2000/2001,Northwest Territories,Sentenced,Median age on admission,
2000/2001,Northwest Territories,Remand,"Total, custodial admissions by age group",628
2000/2001,Northwest Territories,Remand,18 to 19 years,
2000/2001,Northwest Territories,Remand,20 to 24 years,
2000/2001,Northwest Territories,Remand,25 to 29 years,
2000/2001,Northwest Territories,Remand,30 to 34 years,
2000/2001,Northwest Territories,Remand,35 to 39 years,
2000/2001,Northwest Territories,Remand,40 to 44 years,
2000/2001,Northwest Territories,Remand,45 to 49 years,
2000/2001,Northwest Territories,Remand,50 years and over,
2000/2001,Northwest Territories,Remand,Age unknown,628
2000/2001,Northwest Territories,Remand,Median age on admission,
2000/2001,Northwest Territories,Other custodial statuses,"Total, custodial admissions by age group",1
2000/2001,Northwest Territories,Other custodial statuses,18 to 19 years,
2000/2001,Northwest Territories,Other custodial statuses,20 to 24 years,
2000/2001,Northwest Territories,Other custodial statuses,25 to 29 years,
2000/2001,Northwest Territories,Other custodial statuses,30 to 34 years,
2000/2001,Northwest Territories,Other custodial statuses,35 to 39 years,
2000/2001,Northwest Territories,Other custodial statuses,40 to 44 years,
2000/2001,Northwest Territories,Other custodial statuses,45 to 49 years,
2000/2001,Northwest Territories,Other custodial statuses,50 years and over,
2000/2001,Northwest Territories,Other custodial statuses,Age unknown,1
2000/2001,Northwest Territories,Other custodial statuses,Median age on admission,
2000/2001,Nunavut,"Total, custodial admissions","Total, custodial admissions by age group",434
2000/2001,Nunavut,"Total, custodial admissions",18 to 19 years,
2000/2001,Nunavut,"Total, custodial admissions",20 to 24 years,
2000/2001,Nunavut,"Total, custodial admissions",25 to 29 years,
2000/2001,Nunavut,"Total, custodial admissions",30 to 34 years,
2000/2001,Nunavut,"Total, custodial admissions",35 to 39 years,
2000/2001,Nunavut,"Total, custodial admissions",40 to 44 years,
2000/2001,Nunavut,"Total, custodial admissions",45 to 49 years,
2000/2001,Nunavut,"Total, custodial admissions",50 years and over,
2000/2001,Nunavut,"Total, custodial admissions",Age unknown,434
2000/2001,Nunavut,Sentenced,"Total, custodial admissions by age group",229
2000/2001,Nunavut,Sentenced,18 to 19 years,
2000/2001,Nunavut,Sentenced,20 to 24 years,
2000/2001,Nunavut,Sentenced,25 to 29 years,
2000/2001,Nunavut,Sentenced,30 to 34 years,
2000/2001,Nunavut,Sentenced,35 to 39 years,
2000/2001,Nunavut,Sentenced,40 to 44 years,
2000/2001,Nunavut,Sentenced,45 to 49 years,
2000/2001,Nunavut,Sentenced,50 years and over,
2000/2001,Nunavut,Sentenced,Age unknown,229
2000/2001,Nunavut,Sentenced,Median age on admission,
2000/2001,Nunavut,Remand,"Total, custodial admissions by age group",205
2000/2001,Nunavut,Remand,18 to 19 years,
2000/2001,Nunavut,Remand,20 to 24 years,
2000/2001,Nunavut,Remand,25 to 29 years,
2000/2001,Nunavut,Remand,30 to 34 years,
2000/2001,Nunavut,Remand,35 to 39 years,
2000/2001,Nunavut,Remand,40 to 44 years,
2000/2001,Nunavut,Remand,45 to 49 years,
2000/2001,Nunavut,Remand,50 years and over,
2000/2001,Nunavut,Remand,Age unknown,205
2000/2001,Nunavut,Remand,Median age on admission,
2001/2002,All Provinces and territories,"Total, custodial admissions","Total, custodial admissions by age group",205885
2001/2002,All Provinces and territories,"Total, custodial admissions",18 to 19 years,17097
2001/2002,All Provinces and territories,"Total, custodial admissions",20 to 24 years,40156
2001/2002,All Provinces and territories,"Total, custodial admissions",25 to 29 years,31015
2001/2002,All Provinces and territories,"Total, custodial admissions",30 to 34 years,31998
2001/2002,All Provinces and territories,"Total, custodial admissions",35 to 39 years,32072
2001/2002,All Provinces and territories,"Total, custodial admissions",40 to 44 years,23829
2001/2002,All Provinces and territories,"Total, custodial admissions",45 to 49 years,12996
2001/2002,All Provinces and territories,"Total, custodial admissions",50 years and over,12663
2001/2002,All Provinces and territories,"Total, custodial admissions",Age unknown,4059
2001/2002,All Provinces and territories,Sentenced,"Total, custodial admissions by age group",68087
2001/2002,All Provinces and territories,Sentenced,18 to 19 years,4594
2001/2002,All Provinces and territories,Sentenced,20 to 24 years,12788
2001/2002,All Provinces and territories,Sentenced,25 to 29 years,10153
2001/2002,All Provinces and territories,Sentenced,30 to 34 years,10590
2001/2002,All Provinces and territories,Sentenced,35 to 39 years,10698
2001/2002,All Provinces and territories,Sentenced,40 to 44 years,8150
2001/2002,All Provinces and territories,Sentenced,45 to 49 years,4606
2001/2002,All Provinces and territories,Sentenced,50 years and over,4604
2001/2002,All Provinces and territories,Sentenced,Age unknown,1904
2001/2002,All Provinces and territories,Remand,"Total, custodial admissions by age group",111601
2001/2002,All Provinces and territories,Remand,18 to 19 years,10800
2001/2002,All Provinces and territories,Remand,20 to 24 years,22415
2001/2002,All Provinces and territories,Remand,25 to 29 years,16489
2001/2002,All Provinces and territories,Remand,30 to 34 years,16963
2001/2002,All Provinces and territories,Remand,35 to 39 years,17247
2001/2002,All Provinces and territories,Remand,40 to 44 years,12763
2001/2002,All Provinces and territories,Remand,45 to 49 years,6858
2001/2002,All Provinces and territories,Remand,50 years and over,6655
2001/2002,All Provinces and territories,Remand,Age unknown,1411
2001/2002,All Provinces and territories,Other custodial statuses,"Total, custodial admissions by age group",26197
2001/2002,All Provinces and territories,Other custodial statuses,18 to 19 years,1703
2001/2002,All Provinces and territories,Other custodial statuses,20 to 24 years,4953
2001/2002,All Provinces and territories,Other custodial statuses,25 to 29 years,4373
2001/2002,All Provinces and territories,Other custodial statuses,30 to 34 years,4445
2001/2002,All Provinces and territories,Other custodial statuses,35 to 39 years,4127
2001/2002,All Provinces and territories,Other custodial statuses,40 to 44 years,2916
2001/2002,All Provinces and territories,Other custodial statuses,45 to 49 years,1532
2001/2002,All Provinces and territories,Other custodial statuses,50 years and over,1404
2001/2002,All Provinces and territories,Other custodial statuses,Age unknown,744
2001/2002,Newfoundland and Labrador,"Total, custodial admissions","Total, custodial admissions by age group",1750
2001/2002,Newfoundland and Labrador,"Total, custodial admissions",18 to 19 years,175
2001/2002,Newfoundland and Labrador,"Total, custodial admissions",20 to 24 years,274
2001/2002,Newfoundland and Labrador,"Total, custodial admissions",25 to 29 years,234
2001/2002,Newfoundland and Labrador,"Total, custodial admissions",30 to 34 years,223
2001/2002,Newfoundland and Labrador,"Total, custodial admissions",35 to 39 years,237
2001/2002,Newfoundland and Labrador,"Total, custodial admissions",40 to 44 years,181
2001/2002,Newfoundland and Labrador,"Total, custodial admissions",45 to 49 years,125
2001/2002,Newfoundland and Labrador,"Total, custodial admissions",50 years and over,156
2001/2002,Newfoundland and Labrador,"Total, custodial admissions",Age unknown,145
2001/2002,Newfoundland and Labrador,Sentenced,"Total, custodial admissions by age group",1235
2001/2002,Newfoundland and Labrador,Sentenced,18 to 19 years,108
2001/2002,Newfoundland and Labrador,Sentenced,20 to 24 years,183
2001/2002,Newfoundland and Labrador,Sentenced,25 to 29 years,161
2001/2002,Newfoundland and Labrador,Sentenced,30 to 34 years,147
2001/2002,Newfoundland and Labrador,Sentenced,35 to 39 years,156
2001/2002,Newfoundland and Labrador,Sentenced,40 to 44 years,126
2001/2002,Newfoundland and Labrador,Sentenced,45 to 49 years,95
2001/2002,Newfoundland and Labrador,Sentenced,50 years and over,115
2001/2002,Newfoundland and Labrador,Sentenced,Age unknown,144
2001/2002,Newfoundland and Labrador,Sentenced,Median age on admission,
2001/2002,Newfoundland and Labrador,Remand,"Total, custodial admissions by age group",422
2001/2002,Newfoundland and Labrador,Remand,18 to 19 years,66
2001/2002,Newfoundland and Labrador,Remand,20 to 24 years,67
2001/2002,Newfoundland and Labrador,Remand,25 to 29 years,60
2001/2002,Newfoundland and Labrador,Remand,30 to 34 years,64
2001/2002,Newfoundland and Labrador,Remand,35 to 39 years,64
2001/2002,Newfoundland and Labrador,Remand,40 to 44 years,45
2001/2002,Newfoundland and Labrador,Remand,45 to 49 years,24
2001/2002,Newfoundland and Labrador,Remand,50 years and over,31
2001/2002,Newfoundland and Labrador,Remand,Age unknown,1
2001/2002,Newfoundland and Labrador,Remand,Median age on admission,
2001/2002,Newfoundland and Labrador,Other custodial statuses,"Total, custodial admissions by age group",93
2001/2002,Newfoundland and Labrador,Other custodial statuses,18 to 19 years,1
2001/2002,Newfoundland and Labrador,Other custodial statuses,20 to 24 years,24
2001/2002,Newfoundland and Labrador,Other custodial statuses,25 to 29 years,13
2001/2002,Newfoundland and Labrador,Other custodial statuses,30 to 34 years,12
2001/2002,Newfoundland and Labrador,Other custodial statuses,35 to 39 years,17
2001/2002,Newfoundland and Labrador,Other custodial statuses,40 to 44 years,10
2001/2002,Newfoundland and Labrador,Other custodial statuses,45 to 49 years,6
2001/2002,Newfoundland and Labrador,Other custodial statuses,50 years and over,10
2001/2002,Newfoundland and Labrador,Other custodial statuses,Age unknown,0
2001/2002,Prince Edward Island,"Total, custodial admissions","Total, custodial admissions by age group",828
2001/2002,Prince Edward Island,"Total, custodial admissions",18 to 19 years,20
2001/2002,Prince Edward Island,"Total, custodial admissions",20 to 24 years,199
2001/2002,Prince Edward Island,"Total, custodial admissions",25 to 29 years,131
2001/2002,Prince Edward Island,"Total, custodial admissions",30 to 34 years,118
2001/2002,Prince Edward Island,"Total, custodial admissions",35 to 39 years,95
2001/2002,Prince Edward Island,"Total, custodial admissions",40 to 44 years,90
2001/2002,Prince Edward Island,"Total, custodial admissions",45 to 49 years,61
2001/2002,Prince Edward Island,"Total, custodial admissions",50 years and over,96
2001/2002,Prince Edward Island,"Total, custodial admissions",Age unknown,18
2001/2002,Prince Edward Island,Sentenced,"Total, custodial admissions by age group",650
2001/2002,Prince Edward Island,Sentenced,18 to 19 years,16
2001/2002,Prince Edward Island,Sentenced,20 to 24 years,149
2001/2002,Prince Edward Island,Sentenced,25 to 29 years,106
2001/2002,Prince Edward Island,Sentenced,30 to 34 years,90
2001/2002,Prince Edward Island,Sentenced,35 to 39 years,73
2001/2002,Prince Edward Island,Sentenced,40 to 44 years,72
2001/2002,Prince Edward Island,Sentenced,45 to 49 years,48
2001/2002,Prince Edward Island,Sentenced,50 years and over,80
2001/2002,Prince Edward Island,Sentenced,Age unknown,16
2001/2002,Prince Edward Island,Remand,"Total, custodial admissions by age group",178
2001/2002,Prince Edward Island,Remand,18 to 19 years,4
2001/2002,Prince Edward Island,Remand,20 to 24 years,50
2001/2002,Prince Edward Island,Remand,25 to 29 years,25
2001/2002,Prince Edward Island,Remand,30 to 34 years,28
2001/2002,Prince Edward Island,Remand,35 to 39 years,22
2001/2002,Prince Edward Island,Remand,40 to 44 years,18
2001/2002,Prince Edward Island,Remand,45 to 49 years,13
2001/2002,Prince Edward Island,Remand,50 years and over,16
2001/2002,Prince Edward Island,Remand,Age unknown,2
2001/2002,Prince Edward Island,Other custodial statuses,"Total, custodial admissions by age group",
2001/2002,Prince Edward Island,Other custodial statuses,18 to 19 years,
2001/2002,Prince Edward Island,Other custodial statuses,20 to 24 years,
2001/2002,Prince Edward Island,Other custodial statuses,25 to 29 years,
2001/2002,Prince Edward Island,Other custodial statuses,30 to 34 years,
2001/2002,Prince Edward Island,Other custodial statuses,35 to 39 years,
2001/2002,Prince Edward Island,Other custodial statuses,40 to 44 years,
2001/2002,Prince Edward Island,Other custodial statuses,45 to 49 years,
2001/2002,Prince Edward Island,Other custodial statuses,50 years and over,
2001/2002,Prince Edward Island,Other custodial statuses,Age unknown,
2001/2002,Nova Scotia,"Total, custodial admissions","Total, custodial admissions by age group",3855
2001/2002,Nova Scotia,"Total, custodial admissions",18 to 19 years,343
2001/2002,Nova Scotia,"Total, custodial admissions",20 to 24 years,848
2001/2002,Nova Scotia,"Total, custodial admissions",25 to 29 years,622
2001/2002,Nova Scotia,"Total, custodial admissions",30 to 34 years,509
2001/2002,Nova Scotia,"Total, custodial admissions",35 to 39 years,543
2001/2002,Nova Scotia,"Total, custodial admissions",40 to 44 years,409
2001/2002,Nova Scotia,"Total, custodial admissions",45 to 49 years,298
2001/2002,Nova Scotia,"Total, custodial admissions",50 years and over,279
2001/2002,Nova Scotia,"Total, custodial admissions",Age unknown,4
2001/2002,Nova Scotia,Sentenced,"Total, custodial admissions by age group",1507
