"REF_DATE","GEO","DGUID","Custodial and community supervision","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011/2012","Ontario","2016A000235","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164185","6.9","127.1","","","","1"
"2011/2012","Ontario","2016A000235","Deferred custody, community supervision","Persons","249","units","0","v32164186","6.10","91.8","","","","1"
"2011/2012","Ontario","2016A000235","Intensive support and supervision, community supervision","Persons","249","units","0","v44182193","6.11","56.9","","","","1"
"2011/2012","Ontario","2016A000235","Probation rate per 10,000 young persons","Rate","257","units","0","v32164187","6.12","55.89","","","","2"
"2011/2012","Manitoba","2016A000246","Total actual-in count","Persons","249","units","0","v32164188","7.1","295.1","","","","1"
"2011/2012","Manitoba","2016A000246","Total sentenced custody, actual-in count","Persons","249","units","0","v32164189","7.2","97.4","","","","1"
"2011/2012","Manitoba","2016A000246","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164190","7.3","61.6","","","","1"
"2011/2012","Manitoba","2016A000246","Sentenced open custody, actual-in count","Persons","249","units","0","v32164191","7.4","35.8","","","","1"
"2011/2012","Manitoba","2016A000246","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164192","7.5","180.2","","","","1"
"2011/2012","Manitoba","2016A000246","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164193","7.6","29.18","","","","2"
"2011/2012","Manitoba","2016A000246","Total community supervision count","Persons","249","units","0","v32164194","7.7","1794.8","","","","1"
"2011/2012","Manitoba","2016A000246","Probation, community supervision","Persons","249","units","0","v32164195","7.8","1667.1","","","","1"
"2011/2012","Manitoba","2016A000246","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164196","7.9","72.4","","","","1"
"2011/2012","Manitoba","2016A000246","Deferred custody, community supervision","Persons","249","units","0","v32164197","7.10","55.3","","","","1"
"2011/2012","Manitoba","2016A000246","Probation rate per 10,000 young persons","Rate","257","units","0","v32164198","7.12","164.87","","","","2"
"2011/2012","Saskatchewan","2016A000247","Total actual-in count","Persons","249","units","0","v32164199","8.1","191.9","","","","1"
"2011/2012","Saskatchewan","2016A000247","Total sentenced custody, actual-in count","Persons","249","units","0","v32164200","8.2","126.8","","","","1"
"2011/2012","Saskatchewan","2016A000247","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164201","8.3","71.6","","","","1"
"2011/2012","Saskatchewan","2016A000247","Sentenced open custody, actual-in count","Persons","249","units","0","v32164202","8.4","55.1","","","","1"
"2011/2012","Saskatchewan","2016A000247","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164203","8.5","65.2","","","","1"
"2011/2012","Saskatchewan","2016A000247","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164204","8.6","22.88","","","","2"
"2011/2012","Saskatchewan","2016A000247","Total community supervision count","Persons","249","units","0","v32164205","8.7","1175.8","","","","1"
"2011/2012","Saskatchewan","2016A000247","Probation, community supervision","Persons","249","units","0","v32164206","8.8","1064.1","","","","1"
"2011/2012","Saskatchewan","2016A000247","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164207","8.9","44.3","","","","1"
"2011/2012","Saskatchewan","2016A000247","Deferred custody, community supervision","Persons","249","units","0","v32164208","8.10","67.3","","","","1"
"2011/2012","Saskatchewan","2016A000247","Probation rate per 10,000 young persons","Rate","257","units","0","v32164209","8.12","126.82","","","","2"
"2011/2012","Alberta","2016A000248","Total actual-in count","Persons","249","units","0","v32164210","9.1","162.7","","","","1"
"2011/2012","Alberta","2016A000248","Total sentenced custody, actual-in count","Persons","249","units","0","v32164211","9.2","72.0","","","","1"
"2011/2012","Alberta","2016A000248","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164212","9.3","51.7","","","","1"
"2011/2012","Alberta","2016A000248","Sentenced open custody, actual-in count","Persons","249","units","0","v32164213","9.4","20.3","","","","1"
"2011/2012","Alberta","2016A000248","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164214","9.5","90.6","","","","1"
"2011/2012","Alberta","2016A000248","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164215","9.6","5.78","","","","2"
"2011/2012","Alberta","2016A000248","Total community supervision count","Persons","249","units","0","v32164216","9.7","1635.1","","","","1"
"2011/2012","Alberta","2016A000248","Probation, community supervision","Persons","249","units","0","v32164217","9.8","1500.5","","","","1"
"2011/2012","Alberta","2016A000248","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164218","9.9","50.5","","","","1"
"2011/2012","Alberta","2016A000248","Deferred custody, community supervision","Persons","249","units","0","v32164219","9.10","65.7","","","","1"
"2011/2012","Alberta","2016A000248","Intensive support and supervision, community supervision","Persons","249","units","0","v32164220","9.11","18.4","","","","1"
"2011/2012","Alberta","2016A000248","Probation rate per 10,000 young persons","Rate","257","units","0","v32164221","9.12","53.36","","","","2"
"2011/2012","British Columbia","2016A000259","Total actual-in count","Persons","249","units","0","v32164222","10.1","100.8","","","","1"
"2011/2012","British Columbia","2016A000259","Total sentenced custody, actual-in count","Persons","249","units","0","v32164223","10.2","50.7","","","","1"
"2011/2012","British Columbia","2016A000259","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164224","10.3","21.2","","","","1"
"2011/2012","British Columbia","2016A000259","Sentenced open custody, actual-in count","Persons","249","units","0","v32164225","10.4","29.5","","","","1"
"2011/2012","British Columbia","2016A000259","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164226","10.5","49.9","","","","1"
"2011/2012","British Columbia","2016A000259","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164227","10.6","3.20","","","","2"
"2011/2012","British Columbia","2016A000259","Total community supervision count","Persons","249","units","0","v32164228","10.7","932.5","","","","1"
"2011/2012","British Columbia","2016A000259","Probation, community supervision","Persons","249","units","0","v32164229","10.8","528.2","","","","1"
"2011/2012","British Columbia","2016A000259","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164230","10.9","27.2","","","","1"
"2011/2012","British Columbia","2016A000259","Deferred custody, community supervision","Persons","249","units","0","v32164231","10.10","52.3","","","","1"
"2011/2012","British Columbia","2016A000259","Intensive support and supervision, community supervision","Persons","249","units","0","v32164232","10.11","324.7","","","","1"
"2011/2012","British Columbia","2016A000259","Probation rate per 10,000 young persons","Rate","257","units","0","v32164233","10.12","16.75","","","","2"
"2011/2012","Yukon","2016A000260","Total actual-in count","Persons","249","units","0","v32164234","11.1","2.3","","","","1"
"2011/2012","Yukon","2016A000260","Total sentenced custody, actual-in count","Persons","249","units","0","v32164235","11.2","1.0","","","","1"
"2011/2012","Yukon","2016A000260","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164236","11.3","0.1","","","","1"
"2011/2012","Yukon","2016A000260","Sentenced open custody, actual-in count","Persons","249","units","0","v32164237","11.4","0.9","","","","1"
"2011/2012","Yukon","2016A000260","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164238","11.5","1.3","","","","1"
"2011/2012","Yukon","2016A000260","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164239","11.6","9.27","","","","2"
"2011/2012","Yukon","2016A000260","Total community supervision count","Persons","249","units","0","v32164240","11.7","21.8","","","","1"
"2011/2012","Yukon","2016A000260","Probation, community supervision","Persons","249","units","0","v32164241","11.8","21.6","","","","1"
"2011/2012","Yukon","2016A000260","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164242","11.9","0.1","","","","1"
"2011/2012","Yukon","2016A000260","Deferred custody, community supervision","Persons","249","units","0","v32164243","11.10","0.2","","","","1"
"2011/2012","Yukon","2016A000260","Intensive support and supervision, community supervision","Persons","249","units","0","v32164244","11.11","0.0","","","","1"
"2011/2012","Yukon","2016A000260","Probation rate per 10,000 young persons","Rate","257","units","0","v32164245","11.12","85.85","","","","2"
"2011/2012","Northwest Territories","2016A000261","Total actual-in count","Persons","249","units","0","v32164252","13.1","7.1","","","","1"
"2011/2012","Northwest Territories","2016A000261","Total sentenced custody, actual-in count","Persons","249","units","0","v32164253","13.2","5.6","","","","1"
"2011/2012","Northwest Territories","2016A000261","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164254","13.3","1.9","","","","1"
"2011/2012","Northwest Territories","2016A000261","Sentenced open custody, actual-in count","Persons","249","units","0","v32164255","13.4","3.7","","","","1"
"2011/2012","Northwest Territories","2016A000261","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164256","13.5","1.2","","","","1"
"2011/2012","Northwest Territories","2016A000261","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164257","13.6","18.43","","","","2"
"2011/2012","Northwest Territories","2016A000261","Total community supervision count","Persons","249","units","0","v44182202","13.7","81.5","","","","1"
"2011/2012","Northwest Territories","2016A000261","Probation, community supervision","Persons","249","units","0","v44182203","13.8","78.9","","","","1"
"2011/2012","Northwest Territories","2016A000261","Community portion of custody sentence, community supervision","Persons","249","units","0","v44182204","13.9","2.5","","","","1"
"2011/2012","Northwest Territories","2016A000261","Deferred custody, community supervision","Persons","249","units","0","v44182205","13.10","0.1","","","","1"
"2011/2012","Northwest Territories","2016A000261","Intensive support and supervision, community supervision","Persons","249","units","0","v44182206","13.11","0.0","","","","1"
"2011/2012","Northwest Territories","2016A000261","Probation rate per 10,000 young persons","Rate","257","units","0","v44182207","13.12","204.98","","","","2"
